,title,PMID
1947,Fulminant hemophagocytic lymphohistiocytosis secondary to a reactivated EBV infection: a case report.,2339823723682633
1948,Expression pattern of id proteins in medulloblastoma.,23397264
1949,Cytokine profiles in children with primary Epstein-Barr virus infection.,23382108
1950,GDF15-mediated upregulation of ferroportin plays a key role in the development of hyperferritinemia in children with hemophagocytic lymphohistiocytosis.,23335088
1951,ATBS1 INTERACTING FACTORs negatively regulate Arabidopsis cell elongation in the triantagonistic bHLH system.,23333962
1952,Differentiating macrophage activation syndrome in systemic juvenile idiopathic arthritis from other forms of hemophagocytic lymphohistiocytosis.,23333131
1953,Diagnosing and treating hemophagocytic lymphohistiocytosis in the tropics: systematic review from the Indian subcontinent.,23331391
1954,Increased complications and morbidity in children with hemophagocytic lymphohistiocytosis undergoing hematopoietic stem cell transplantation.,23331022
1955,Central nervous system (CNS) involvement is a critical prognostic factor for hemophagocytic lymphohistiocytosis.,23320006
1956,Transcriptional dynamics elicited by a short pulse of notch activation involves feed-forward regulation by E(spl)/Hes genes.,23300480
1957,Recurrent macrophage activation syndrome associated with heterozygous perforin W374X gene mutation in a child with systemic juvenile idiopathic arthritis.,23274377
1958,[Secondary hemophagocytic syndromes].,25775810
1959,Acute liver dysfunction as a presentation of haemophagocytic lymphohistiocytosis.,24670591
1960,Secondary hemophagocytic lymphohistiocytosis in adults: an update on diagnosis and therapy.,23271259
1961,"Fetal diagnosis of hypoplastic left heart, associations and outcomes in the current era.",23250856
1962,A clinicopathological analysis of 26 patients with infection-associated haemophagocytic lymphohistiocytosis and the importance of bone marrow phagocytosis for the early initiation of immunomodulatory treatment.,23243150
1963,A competitive peptide inhibitor KIDARI negatively regulates HFR1 by forming nonfunctional heterodimers in Arabidopsis photomorphogenesis.,23224238
1964,A triple helix-loop-helix/basic helix-loop-helix cascade controls cell elongation downstream of multiple hormonal and environmental signaling pathways in Arabidopsis.,2322159823221594
1965,[Smog chamber simulation of ozone formation from atmospheric photooxidation of propane].,23213871
1966,HLH-29 regulates ovulation in C. elegans by targeting genes in the inositol triphosphate signaling pathway.,23213416
1967,Diagnostic evaluation of patients with suspected haemophagocytic lymphohistiocytosis.,23206255
1968,Pulmonary hypertension following haematopoietic stem cell transplantation for primary haemophagocytic lymphohistiocytosis.,23192896
1969,Hemophagocytic lymphohistiocytosis in syntaxin-11-deficient mice: T-cell exhaustion limits fatal disease.,2319053123349371
1970,"Founder effects in two predominant intronic mutations of UNC13D, c.118-308C>T and c.754-1G>C underlie the unusual predominance of type 3 familial hemophagocytic lymphohistiocytosis (FHL3) in Korea.",23180437
1971,Hemophagocytic lymphohistiocytosis--a diagnostic dilemma: two cases and review.,23172902
1972,Hemophagocytic lymphohistiocytosis in pregnancy: a case report and review of treatment options.,23168071
1973,"Distinct severity of HLH in both human and murine mutants with complete loss of cytotoxic effector PRF1, RAB27A, and STX11.",2316046423349371
1974,Hemophagocytic [corrected] lymphohistiocytosis associated with nephrotic syndrome and multi-organ failure.,23146987
1975,"Cloning, purification and preliminary X-ray data analysis of the human ID2 homodimer.",23143248
1976,Allogeneic hematopoietic cell transplantation for XIAP deficiency: an international survey reveals poor outcomes.,23131490
1977,"Composite peripheral T-cell lymphoma not otherwise specified, and B-cell small lymphocytic lymphoma presenting with hemophagocytic lymphohistiocytosis.",23129836
1978,Lymphocyte-depleted Hodgkin lymphoma complicating hemophagocytic lymphohistiocytosis as an initial manifestation: a case report and review of the literature.,23124152
1979,"A divalent ion is crucial in the structure and dominant-negative function of ID proteins, a class of helix-loop-helix transcription regulators.",23119064
1980,The role of the bHLH protein hairy in morphogenetic furrow progression in the developing Drosophila eye.,23118874
1981,Midkine-A functions upstream of Id2a to regulate cell cycle kinetics in the developing vertebrate retina.,23111152
1982,Fetal pulmonary venous flow and restrictive foramen ovale in hypoplastic left heart.,23108924
1983,Haemophagocytic syndrome in rheumatic patients. A systematic review.,23104659
1984,Secondary hemophagocytic lymphohistiocytosis in zoonoses. A systematic review.,23104648
1985,Removal of Polycomb repressive complex 2 makes C. elegans germ cells susceptible to direct conversion into specific somatic cell types.,23103163
1986,Efficacy of different gonadotropin combinations to support ovulation induction in WHO type I anovulation infertility: clinical evidences of human recombinant FSH/human recombinant LH in a 2:1 ratio and highly purified human menopausal gonadotropin stimulation protocols.,23095369
1987,Remission and relapse of hemophagocytic lymphohistiocytosis in a patient harboring a PRF1 homozygous mutation: a case report.,23073044
1988,Association of nonimmune hydrops fetalis with familial hemophagocytic lymphohistiocytosis in identical twin neonates with perforin His222Arg (c665A>G) mutation.,23073042
1989,LH and hCG action on the same receptor results in quantitatively and qualitatively different intracellular signalling.,23071612
1990,Haemophagocytic lymphohistiocytosis: a cause for rare but fatal outcome in tuberculosis.,23035171
1991,c-Myc is a universal amplifier of expressed genes in lymphocytes and embryonic stem cells.,230212162302121123037452
1992,"The treatment of crimean-congo hemorrhagic fever with high-dose methylprednisolone, intravenous immunoglobulin, and fresh frozen plasma.",23018575
1993,An unusual cause of fever.,23005894
1994,Engulfment of hematopoietic stem cells caused by down-regulation of CD47 is critical in the pathogenesis of hemophagocytic lymphohistiocytosis.,22990013
1995,Id2a functions to limit Notch pathway activity and thereby influence the transition from proliferation to differentiation of retinoblasts during zebrafish retinogenesis.,22981606
1996,Familial hemophagocytic lymphohistiocytosis may present during adulthood: clinical and genetic features of a small series.,22970278
1997,Demonstration of type II latency in T lymphocytes of Epstein-Barr Virus-associated hemophagocytic lymphohistiocytosis.,22961815
1998,Essential roles of Da transactivation domains in neurogenesis and in E(spl)-mediated repression.,22949507
1999,Drosophila Hox and sex-determination genes control segment elimination through EGFR and extramacrochetae activity.,22912593
2000,[Prognostic factors for hemophagocytic lymphohistiocytosis in children].,22898280
2001,Hypoalbuminaemia is an independent predictor for hemophagocytic lymphohistiocytosis in childhood Epstein-Barr virus-associated infectious mononucleosis.,22897479
2002,Protection from inflammatory organ damage in a murine model of hemophagocytic lymphohistiocytosis using treatment with IL-18 binding protein.,22891066
2003,"Genomic occupancy of HLH, AP1 and Runx2 motifs within a nuclease sensitive site of the Runx2 gene.",22886425
2004,[Screening for cytotoxic defects with flow cytometric detection of CD107α on natural killer cells and cytotoxic lymphocyte cells].,22883044
2005,Septo-optic dysplasia and hemophagocytic lymphohistiocytosis in an infant.,22876565
2006,"P6981, an arylstibonic acid, is a novel low nanomolar inhibitor of cAMP response element-binding protein binding to DNA.",22851716
2007,Quantification of Epstein-Barr virus DNA is helpful for evaluation of chronic active Epstein-Barr virus infection.,22850617
2008,Early growth response 2 negatively modulates osteoclast differentiation through upregulation of Id helix-loop-helix proteins.,22842221
2009,Drug repurposing in pediatrics and pediatric hematology oncology.,22835502
2010,Neuropsychological assessment in a case of adult-onset hemophagocytic lymphohistiocytosis (HLH).,22784400
2011,[A case report of adult onset of primary hemophagocytic syndrome with literature review].,22781720
2012,Assessment of immunochemotherapy and stem cell transplantation on EBV-associated hemophagocytic lymphohistiocytosis in children: a systematic review and meta analysis.,22774410
2013,"Structure, dynamics and domain organization of the repeat protein Cin1 from the apple scab fungus.",22771296
2014,Hemophagocytic lymphohistiocytosis associated with H1N1 virus infection and visceral leishmaniasis in a 4.5-month-old infant.,22760147
2015,Transcriptional regulation of HLH-6-independent and subtype-specific genes expressed in the Caenorhabditis elegans pharyngeal glands.,22759833
2016,Hemophagocytic lymphohistiocytosis of indeterminate cause: a fatal adult case.,31528566
2017,Severe transient left ventricular pseudohypertrophy during treatment of hemophagocytic lymphohistiocytosis:  a case report.,22735880
2018,Life-threatening scrub typhus with hemophagocytosis and acute respiratory distress syndrome in an infant.,22735791
2019,New structural determinants for c-Myc specific heterodimerization with Max and development of a novel homodimeric c-Myc b-HLH-LZ.,22733550
2020,Are all mutant SNARES equal?,2273052022451424
2021,Transcription factor redundancy and tissue-specific regulation: evidence from functional and physical network connectivity.,22730465
2022,PET/CT images of a patient with haemophagocytic lymphohistiocytosis.,22729341
2023,Hyperferritinemia in the critically ill child with secondary hemophagocytic lymphohistiocytosis/sepsis/multiple organ dysfunction syndrome/macrophage activation syndrome: what is the treatment?,22715953
2024,Peroxisome proliferator-activated receptorα agonists differentially regulate inhibitor of DNA binding expression in rodents and human cells.,22701468
2025,[Current and future directions of pathologic analysis in hemophagocytic syndrome].,22690617
2026,Recent advances in the diagnosis and treatment of hemophagocytic lymphohistiocytosis.,22682420
2027,SAP and XIAP deficiency in hemophagocytic lymphohistiocytosis.,2267219423279032
2028,[Clinical characteristics and disease course in children with haemophagocytic lymphohistiocytosis treated at the University Children's Hospital in Belgrade].,22650106
2029,Fulminant Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,22648663
2030,[Fatal haemophagocytic lymphohistiocytosis and mononucleosis in a patient with colitis ulcerosa].,22640789
2031,Scrub typhus-associated severe hemophagocytic lymphohistiocytosis with encephalomyelitis leading to permanent sequelae: a case report and review of the literature.,22627574
2032,Frequency and outcomes of cardiac operations and catheter interventions in Turner syndrome.,22621800
2033,Clinical analysis of macrophage activation syndrome in pediatric patients with autoimmune diseases.,22615046
2034,Hemophagocytic syndrome in a 4-month-old infant with biotinidase deficiency.,22605457
2035,Physical and functional interaction between the ID1 and p65 for activation of NF-κB.,22592405
2036,ETV6 fusion genes in hematological malignancies: a review.,22578774
2037,Hemophagocytic lymphohistiocytosis complicated by central nervous system lesions in a patient with dermatomyositis: a case presentation and literature review.,22576792
2038,Human parechovirus-3 infection in nine neonates and infants presenting symptoms of hemophagocytic lymphohistiocytosis.,22569793
2039,[Significance of soluble interleukin-2 receptor and NK cell activity in patients with hemophagocytic lymphohistiocytosis].,22541108
2040,Flow cytometric findings in hemophagocytic lymphohistiocytosis.,22523218
2041,Salvage therapy of refractory hemophagocytic lymphohistiocytosis with alemtuzumab.,22522603
2042,Direct conversion of tenocytes into chondrocytes by Sox9.,22510437
2043,Influence of collision energy and reagent rotation on the cross sections and product polarizations of the reaction F + HCl.,22502520
2044,[Monitoring of Epstein-Barr virus-infected cells by flow cytometer permits early diagnosis and evaluation of disease progression in EBV-associated hemophagocytic lymphohistiocytosis].,22499051
2045,Reduced-intensity conditioning in unrelated donor cord blood transplantation for familial hemophagocytic lymphohistiocytosis.,22488407
2046,Primary hemophagocytic lymphohistiocytosis in Iran: report from a single referral center.,22475297
2047,Hemophagocytic lymphohistiocytosis in 2 pediatric patients secondary to hepatitis A virus infection.,22475296
2048,Pitt-Hopkins syndrome-associated mutations in TCF4 lead to variable impairment of the transcription factor function ranging from hypomorphic to dominant-negative effects.,22460224
2049,Structure of a dominant-negative helix-loop-helix transcriptional regulator suggests mechanisms of autoinhibition.,22453338
2050,Hemophagocytic lymphohistiocytosis in a rheumatoid arthritis patient treated with infliximab.,22449679
2051,Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis in Los Angeles County.,22431026
2052,Treatment of hemophagocytic lymphohistiocytosis with alemtuzumab in systemic lupus erythematosus.,22426581
2053,Mere exposure and flavour-flavour learning increase 2-3 year-old children's acceptance of a novel vegetable.,22425616
2054,CNS involvement at the onset of primary hemophagocytic lymphohistiocytosis.,2242289622422890
2055,Lymphohistiocytosis in the brain: recognition of a potentially reversible aspect of primary HLH.,2242289022422896
2056,"A genomewide survey of bHLH transcription factors in the coral Acropora digitifera identifies three novel orthologous families, pearl, amber, and peridot.",22419240
2057,[Hemophagocytic lymphohistiocytosis--a contemporary medical problem].,22400183
2058,Hemophagocytic lymphohistiocytosis can mimic the superior vena cava syndrome.,22395213
2059,The Max b-HLH-LZ can transduce into cells and inhibit c-Myc transcriptional activities.,22384171
2060,Splenectomy as a therapeutic approach in refractory hemophagocytic lymphohistiocytosis.,2237743521873022
2061,Killer cell immunoglobulin-like receptor gene polymorphisms predispose susceptibility to Epstein-Barr virus associated hemophagocytic lymphohistiocytosis in Chinese children.,22376216
2062,Sensitivity and specificity of bone marrow hemophagocytosis in hemophagocytic lymphohistiocytosis.,22371906
2063,Qualitative and quantitative reversed-phase high performance liquid chromatographic analysis of glycoprotein hormones in the presence of a large excess of human serum albumin.,22366321
2064,Antagonistic actions of HLH/bHLH proteins are involved in grain length and weight in rice.,22363621
2065,Adult hemophagocytic lymphohistiocytosis with severe pulmonary hypertension and a novel perforin gene mutation.,22359105
2066,bHLH-O proteins are crucial for Drosophila neuroblast self-renewal and mediate Notch-induced overproliferation.,22357926
2067,Slow-dividing satellite cells retain long-term self-renewal ability in adult muscle.,22349695
2068,Portal-large terminase interactions of the bacteriophage T4 DNA packaging machine implicate a molecular lever mechanism for coupling ATPase to DNA translocation.,22345478
2069,[Clinical features and outcome analysis of 83 childhood Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis with HLH-2004 protocol].,22339824
2070,The haemophagocytic syndrome.,22338310
2071,Interactions between HLH and bHLH factors modulate light-regulated plant development.,22331621
2072,Characterization of Epstein-Barr virus (EBV)-infected cells in EBV-associated hemophagocytic lymphohistiocytosis in two patients with X-linked lymphoproliferative syndrome type 1 and type 2.,22325832
2073,Serum ferritin is a cost-effective laboratory marker for hemophagocytic lymphohistiocytosis in the developing world.,22322940
2074,Hemophagocytic lymphohistiocytosis associated with necrotizing enterocolitis in premature newborns.,22315234
2075,A dual mechanism controls nuclear localization in the atypical basic-helix-loop-helix protein PAR1 of Arabidopsis thaliana.,22311779
2076,"Treatment of hemophagocytic lymphohistiocytosis with cyclophosphamide, vincristine, and prednisone.",22307778
2077,Early-onset hemophagocytic lymphohistiocytosis after the start of chemotherapy for advanced neuroblastoma.,22304016
2078,Forced homodimerization of the c-Fos leucine zipper in designed bHLHZ-like hybrid proteins MaxbHLH-Fos and ArntbHLH-Fos.,22301802
2079,A prospective evaluation of degranulation assays in the rapid diagnosis of familial hemophagocytic syndromes.,22294731
2080,Human α/β hydrolase domain containing 10 (ABHD10) is responsible enzyme for deglucuronidation of mycophenolic acid acyl-glucuronide in liver.,22294686
2081,Regulation of protein function by interfering protein species.,25436525
2082,Distinct Caenorhabditis elegans HLH-8/twist-containing dimers function in the mesoderm.,22275075
2083,HHV-8-related hemophagocytic lymphohistiocytosis in a boy with XLP phenotype.,22258354
2084,Familial and acquired hemophagocytic lymphohistiocytosis.,22248322
2085,Hemophagocytic Lymphohistiocytosis (HLH) Associated with Plasmodium vivax Infection: Case Report and Review of the Literature.,22247919
2086,Perinatal tuberculosis associated hemophagocytic lymphohistiocytosis.,22246612
2087,Analysis of EBNA-1 and LMP-1 variants in diseases associated with EBV infection in Chinese children.,22236445
2088,Inherited defects causing hemophagocytic lymphohistiocytic syndrome.,22236431
2089,The effects of methylmercury on Notch signaling during embryonic neural development in Drosophila melanogaster.,22230562
2090,Clinical and genetic characteristics of XIAP deficiency in Japan.,22228567
2091,Diagnostic accuracy of a specific cytokine pattern in hemophagocytic lymphohistiocytosis in children.,22226576
2092,Hemophagocytic syndrome in classic dengue Fever.,22224008
2093,Development of an osteosarcoma following dental extraction after allogeneic stem cell transplantation.,24006835
2094,"A case of hemophagocytic lymphohistiocytosis in a patient with chronic lymphocytic leukemia after treatment with fludarabine, cyclophosphamide, and rituximab chemotherapy, with autopsy findings.",23533846
2095,Infection-associated haemophagocytic lymphohistiocytosis: a case series using steroids only protocol for management.,22193223
2096,Hemophagocytic lymphohistiocytosis:  updates and evolving concepts.,22189397
2097,Treatment choice of immunotherapy or further chemotherapy for Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,22183955
2098,[Diagnostic significance of Th1/Th2 cytokine pattern in childhood hemophagocytic lymphohistiocytosis].,22176904
2099,[Research advance on Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis].,22169321
2100,Successful engraftment and survival following allogeneic hematopoietic stem cell transplant in a child with familial hemophagocytic lymphohistiocytosis.,22161639
2101,Approach to hemophagocytic syndromes.,22160031
2102,Clinical features of adult patients with secondary hemophagocytic lymphohistiocytosis from causes other than lymphoma: an analysis of treatment outcome and prognostic factors.,22147006
2103,Prevalence of coinfection in children with Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,22146525
2104,Intravenous immunoglobulin treatment for macrophage activation syndrome complicating chronic granulomatous disease.,22119934
2105,Recombinant human LH supplementation versus supplementation with urinary hCG-based LH activity during controlled ovarian stimulation in the long GnRH-agonist protocol: a matched case-control study.,22115012
2106,Pulmonary lymphomatoid granulomatosis in Griscelli syndrome type 2.,22111599
2107,Neuroradiologic findings and follow-up with magnetic resonance imaging of the genetic forms of haemophagocytic lymphohistiocytosis with CNS involvement.,22106034
2108,[Visceral leishmaniasis associated hemophagocytic lymphohistiocytosis: report of four childhood cases].,22088188
2109,A network of broadly expressed HLH genes regulates tissue-specific cell fates.,22078884
2110,"Somatic mutations in NKX2–5, GATA4, and HAND1 are not a common cause of tetralogy of Fallot or hypoplastic left heart.",22043484
2111,Recombinant activated factor VII in hemophagocytic lymphohistiocytosis with disseminated intravascular coagulation.,22040579
2112,Hemophagocytic lymphohistiocytosis after hematopoietic stem cell transplantation in children: a nationwide survey in Japan.,22038983
2113,Glomerular hemophagocytic macrophages in a patient with proteinuria and clinical and laboratory features of hemophagocytic lymphohistiocytosis (HLH).,22038068
2114,Novel mouse xenograft models reveal a critical role of CD4+ T cells in the proliferation of EBV-infected T and NK cells.,22028658
2115,Risk factors for early death in children with haemophagocytic lymphohistiocytosis.,22017632
2116,Identification and characterization of a putative basic helix-loop-helix transcription factor involved in the early stage of conidiophore development in Aspergillus oryzae.,22008745
2117,Relative humidity hysteresis in solid-state chemical reactivity: a pharmaceutical case study.,21993854
2118,The expanding spectrum of hemophagocytic lymphohistiocytosis.,21971331
2119,Secondary hemophagocytosis in 3 patients with organic acidemia involving propionate metabolism.,21970506
2120,PUF-8 suppresses the somatic transcription factor PAL-1 expression in C. elegans germline stem cells.,21968099
2121,Familial hemophagocytic lymphohistiocytosis in a pediatric patient diagnosed by brain magnetic resonance imaging.,21959744
2122,Differences between adult and pediatric septic shock.,21952599
2123,The ETS family member TEL binds to nuclear receptors RAR and RXR and represses gene activation.,21949683
2124,Molecular study of the perforin gene in familial hematological malignancies.,21936944
2125,Dimerization and blue light regulation of PIF1 interacting bHLH proteins in Arabidopsis.,21928113
2126,A case of haemophagocytic syndrome in HIV-associated disseminated histoplasmosis.,21904709
2127,Chemoimmunotherapy for hemophagocytic lymphohistiocytosis: long-term results of the HLH-94 treatment protocol.,21900192
2128,Association of IRF5 polymorphisms with susceptibility to hemophagocytic lymphohistiocytosis in children.,21898142
2129,Fatal hemophagocytic syndrome in a patient with a previously well-controlled asymptomatic HIV infection after EBV reactivation.,21888928
2130,"Hypomorphic mutations in PRF1, MUNC13-4, and STXBP2 are associated with adult-onset familial HLH.",2188104322123903
2131,Subtle differences in CTL cytotoxicity determine susceptibility to hemophagocytic lymphohistiocytosis in mice and humans with Chediak-Higashi syndrome.,21878672
2132,Splenectomy for an adult patient with refractory secondary hemophagocytic lymphohistiocytosis.,2187302222377435
2133,Cell architecture: surrounding muscle cells shape gland cell morphology in the Caenorhabditis elegans pharynx.,21868609
2134,Effects of repeated exposure on acceptance of initially disliked and liked Nordic snack bars in 9-11 year-old children.,21868139
2135,The cDNA sequence of three hemocyanin subunits from the garden snail Helix lucorum.,21851852
2136,Human lysozyme possesses novel antimicrobial peptides within its N-terminal domain that target bacterial respiration.,21851100
2137,Expression of HES and HEY genes in infantile hemangiomas.,21834989
2138,How I treat hemophagocytic lymphohistiocytosis.,21828139
2139,Severe CMV-related pneumonia complicated by the hemophagocytic lymphohistiocytic (HLH) syndrome in quiescent Crohn's colitis: harmful cure?,218267671680439419177429
2140,The action mechanism of the Myc inhibitor termed Omomyc may give clues on how to target Myc for cancer therapy.,21811581
2141,"Structure-activity relationships of a peptidic antagonist of Id1 studied by biosensor method, circular dichroism spectroscopy, and bioassay.",21805537
2142,"New insights into the Orange domain of E(spl)-M8, and the roles of the C-terminal domain in autoinhibition and Groucho recruitment.",21789514
2143,A case of acute encephalopathy with hemophagocytic lymphohistiocytosis and clonal T-cell expansion.,21784590
2144,The transcription factor HLH-2/E/Daughterless regulates anchor cell invasion across basement membrane in C. elegans.,21784067
2145,Treatment of recurrent CNS disease post-bone marrow transplant in familial HLH.,21755594
2146,"Hemophagocytic lymphohistiocytosis: a potentially underrecognized association with systemic inflammatory response syndrome, severe sepsis, and septic shock in adults.",2173749222396580
2147,Notch-dependent induction of left/right asymmetry in C. elegans interneurons and motoneurons.,21737278
2148,"Association of Crohn's disease, thiopurines, and primary epstein-barr virus infection with hemophagocytic lymphohistiocytosis.",21722918
2149,The tailless ortholog nhr-67 functions in the development of the C. elegans ventral uterus.,21718694
2150,Reduced-intensity conditioning haematopoietic cell transplantation for haemophagocytic lymphohistiocytosis: an important step forward.,21707584
2151,A Genome-Wide RNAi Screen for Factors Involved in Neuronal Specification in Caenorhabditis elegans.,21698137
2152,Modulation of dopamine-dependent behaviors by the Caenorhabditis elegans Olig homolog HLH-17.,21688290
2153,Rapamycin does not control hemophagocytic lymphohistiocytosis in LCMV-infected perforin-deficient mice.,21681935
2154,"Screening the PRF1, UNC13D, STX11, SH2D1A, XIAP, and ITK gene mutations in Chinese children with Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.",21674762
2155,Unrelated bone marrow transplantation induced long-term remission in a patient with life-threatening Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,21628862
2156,Hemophagocytic Lymphohistiocytosis in Association With Clostridium difficile Infection and Cutaneous T-Cell Lymphoma.,29147237
2157,Parvovirus B19-associated hemophagocytic lymphohistiocytosis in a child with precursor B-cell acute lymphoblastic leukemia under maintenance chemotherapy.,21617562
2158,Primary haemophagocytic syndrome in a young girl.,21608353
2159,Perforin is a critical physiologic regulator of T-cell activation.,21606480
2160,[The study of gene mutations in unknown refractory viral infection and primary hemophagocytic lymphohistiocytosis].,21600143
2161,Mid-follicular LH supplementation in women aged 35-39 years undergoing ICSI cycles: a randomized controlled study.,2157584920031032
2162,Repeated TLR9 stimulation results in macrophage activation syndrome-like disease in mice.,21576823
2163,Haemophagocytic lymphohistiocytosis: a case series from Mumbai.,21575318
2164,Detection of T-cell receptor gene rearrangement in children with Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis using the BIOMED-2 multiplex polymerase chain reaction combined with GeneScan analysis.,21570959
2165,Hemophagocytic Lymphohistiocytosis Induced by Severe Pandemic Influenza A (H1N1) 2009 Virus Infection: A Case Report.,21559246
2166,Disruption of MyD88 signaling suppresses hemophagocytic lymphohistiocytosis in mice.,21551232
2167,Current opinion on use of luteinizing hormone supplementation in assisted reproduction therapy: an Asian perspective.,21550853
2168,An atypical HLH protein OsLF in rice regulates flowering time and interacts with OsPIL13 and OsPIL15.,21549224
2169,Successful treatment of recurrent malignancy-associated hemophagocytic lymphohistiocytosis with a modified HLH-94 immunochemotherapy and allogeneic stem cell transplantation.,21533602
2170,"Causes, clinical symptoms, and outcomes of infectious diseases associated with hemophagocytic lymphohistiocytosis in Taiwanese adults.",21524613
2171,Induction of Id-1 by FGF-2 involves activity of EGR-1 and sensitizes neuroblastoma cells to cell death.,21506108
2172,A novel single point mutation of the LYST gene in two siblings with different phenotypic features of Chediak Higashi syndrome.,21488161
2173,The Drosophila STUbL protein Degringolade limits HES functions during embryogenesis.,21486924
2174,A novel animal model of Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis in humanized mice.,21467545
2175,Evaluation of Th1/Th2 cytokines as a rapid diagnostic tool for severe infection in paediatric haematology/oncology patients by the use of cytometric bead array technology.,21463393
2176,"Advances in hemophagocytic lymphohistiocytosis: pathogenesis, early diagnosis/differential diagnosis, and treatment.",21442147
2177,Diverse roles of inhibitor of differentiation 2 in adaptive immunity.,21437223
2178,"DNA methylation of germ-cell-specific basic helix-loop-helix (HLH) transcription factors, Sohlh2 and Figlα during gametogenesis.",21427160
2179,"HMMerThread: detecting remote, functional conserved domains in entire genomes by combining relaxed sequence-database searches with fold recognition.",21423752
2180,The Hammersmith hospital hematopathology case of the month: hemophagocytic lymphohistiocytosis secondary to Epstein-Barr virus associated T-cell lymphoma.,21417828
2181,A new allele of Lyl1 confirms its important role in hematopoietic stem cell function.,21387538
2182,Clinical characteristics of hemophagocytic lymphohistiocytosis related to Kawasaki disease.,2138187121381868
2183,Successful treatment with combined chemotherapy of two adult cases of hemophagocytic lymphohistiocytosis in recipients of umbilical cord blood cell transplantation.,21380927
2184,Hemophagocytic lymphohistiocytosis with MUNC13-4 gene mutation or reduced natural killer cell function prior to onset of childhood leukemia.,21370424
2185,Chlamydia pneumoniae infection-related hemophagocytic lymphohistiocytosis and acute encephalitis and poliomyelitis-like flaccid paralysis.,21370423
2186,Acute promyelocytic leukemia following chemotherapy for EBV-associated hemophagocytic lymphohistiocytosis.,21370422
2187,[Anaplastic large cell lymphoma associated with hemophagocytic lymphohistiocytosis: a case report and review of the literature].,21344777
2188,[Hemophagocytic syndrome in children with different underlying conditions].,21344776
2189,[Hemophagocytic lymphohistiocytosis: diagnostic problems in pediatrics].,21344773
2190,Malignancy-associated hemophagocytic lymphohistiocytosis in adults: a retrospective population-based analysis from a single center.,21299462
2191,Ehrlichia-induced hemophagocytic lymphohistiocytosis in two children.,21298756
2192,Hemophagocytic lymphohistiocytosis associated with precursor B acute lymphoblastic leukemia.,21298755
2193,Unusual functional manifestations of a novel STX11 frameshift mutation in two infants with familial hemophagocytic lymphohistiocytosis type 4 (FHL4).,21298754
2194,Primary Epstein-Barr virus infection associated with Kikuchi's disease and hemophagocytic lymphohistiocytosis: a case report and review of the literature.,21291855
2195,Hemophagocytic lymphohistiocytosis associated with 2009 pandemic influenza A (H1N1) virus infection.,21285906
2196,Role of helix-loop-helix proteins during differentiation of erythroid cells.,21282467
2197,Potocki-Lupski syndrome: an inherited dup(17)(p11.2p11.2) with hypoplastic left heart.,2127165621271654
2198,Serum neopterin levels as a diagnostic marker of hemophagocytic lymphohistiocytosis syndrome.,21270283
2199,What intensivists need to know about hemophagocytic syndrome: an underrecognized cause of death in adult intensive care units.,2125762725966495
2200,Hemophagocytic lymphohistiocytosis with neurological presentation: MRI findings and a nearly miss diagnosis.,21234777
2201,Hemophagocytic lymphohistiocytosis in children with chronic granulomatous disease.,21225928
2202,Large eddy simulation of pollutant gas dispersion with buoyancy ejected from building into an urban street canyon.,21216525
2203,A widespread distribution of genomic CeMyoD binding sites revealed and cross validated by ChIP-Chip and ChIP-Seq techniques.,21209968
2204,The shade avoidance syndrome in Arabidopsis: a fundamental role for atypical basic helix-loop-helix proteins as transcriptional cofactors.,21205034
2205,Overwhelming primary Epstein-Barr virus infection requiring corticosteroid treatment.,22675096
2206,Diverse transcription factor binding features revealed by genome-wide ChIP-seq in C. elegans.,21177963
2207,[Clinical analysis of 10 cases of secondary hemophagocytic lymphohistiocytosis treated with HLH-2004 chemotherapy].,21176364
2208,Roles of old players in the suppression of a new player: networks for the transcriptional control of angiogenesis.,2117295419029143
2209,Subtypes of familial hemophagocytic lymphohistiocytosis in Japan based on genetic and functional analyses of cytotoxic T lymphocytes.,21152410
2210,Rickettsial infection with hemophagocytosis.,21149571
2211,Olig1 and ID4 interactions in living cells visualized by bimolecular fluorescence complementation technique.,21132377
2212,Niemann - Pick disease associated with hemophagocytic syndrome.,27263747
2213,Clinical and laboratory data of primary hemophagocytic lymphohistiocytosis: A retrospective review of the Turkish Histiocyte Study Group.,27263739
2214,Hemophagocytic syndrome in a child with severe Crohn's disease and familial Mediterranean fever.,21122524
2215,Clinical similarities and differences of patients with X-linked lymphoproliferative syndrome type 1 (XLP-1/SAP deficiency) versus type 2 (XLP-2/XIAP deficiency).,21119115
2216,Treatment of Epstein-Barr virus-related hemophagocytic lymphohistiocytosis (EBV-HLH); update 2010.,21088619
2217,Neonatal enteroviral sepsis/meningoencephalitis and hemophagocytic lymphohistiocytosis: diagnostic challenges.,21089006
